label,x_train
neutral,"Smooches from Fido: Yea or Nay? - July 6th was International Kissing Day (of the human sort). Later in the month, Ca... http://t.co/ctBrbIFt"
negative,"Honesty is often best policy: Fabio Capello, Russia coach: ""I was hoping Ronaldo's injury was more serious so he couldn't play tomorrow."""
neutral,@sophiebould @DennyDingDong @dave_cooper @RobinSavagePics not checked with Lou but 22nd def out can do 21st though. shall i text Baylis?
neutral,We saw the birth place of Jesus and walked the pathway of the Palm Sunday entry of Jesus into Jerusalem.#tc
negative,I'm sitting home on a Saturday night watching Silent House with my parents. #looooser xP
neutral,"Mallshow with the #PBBUnlimited BIG 4 + Wendy, Divine, Deniesse at Pacific Mall Legaspi Landco Plaza, April 30, 6pm! Kitakits, Taongbayan :)"
neutral,@NDTVProfit 1st is how reduce clout of RELIANCE in the Govt's pricing of LPG and other fuels.
positive,My dad just told me he really wants to go see Final Destination 5 on Friday. Wow.. #wasntexpectingthat
neutral,"#bournemouth Lions taken back to den for repairs: IF YOU follow the Pride In Bournemouth trail today, you might ... http://bit.ly/oHbrBu"
positive,Chick in my class said Flacco is the best QB in the league. 1- why is a chick talkin football. 2. I cant wait for class tomorrow lol
positive,It's Josh Bradley's birthday tomorrow. So what time is the party? LOL
neutral,4 FREE NASCAR TICKETS to the LVMS Truck Race this Saturday in Vegas (Dayton or Carson City) http://t.co/kwZqOZK1
neutral,"@RespectMyCurvez imma know alot about it next Saturday, imma be at Morgan State but imma slide down to D.C. for a hot second"
neutral,"With that score, Farmerville is now up 27-6 over Richwood with the 3rd Qtr winding down."
negative,Nooooo they delayed the knicks and Nets game until Monday!
positive,@DuckyDoesTV: Covering the Paley event with the cast tomorrow. Wish you were coming with me.
neutral,"For those interested, Mark Martin will make his 850th career NSCS start this weekend (ranked 5th on all-time list). #NASCAR"
neutral,We thought we'd never see the day - Axl Rose does 1st TV interview in 20 yrs AND shows up on time! Watch: http://t.co/vJtNdqn1
neutral,Are you free? Can u cal my hand fon
negative,Capello Bemoans Language Barrier in Russia: Russia coach Fabio Capello spoke Monday of his frustration at the la... http://t.co/wDkfnlqQ
neutral,Putting together a preview story for the CMU field hockey team. They're hosting Kent State Saturday with the MAC Championship on the line.
neutral,@askairasia Flight landing in Jakarta at 15:15 on December 25. Can we make the AirAsia flight at 19:35 same day to Bali? Separate bookings
neutral,it 'll just be an even color of orange ?
neutral,scrap my last tweet! At 5:22 on the 24th for Australian Directioners it will be two years for the boys
positive,"Got some more great pix and vids tonight in Chicago... Not sure when they'll get uploaded, since I'm headed to Detroit tomorrow."
positive,"I watched Good Deeds again today with @nomusamtshali.. Thanks for coming through girl, was having a boring sunday before you came through.."
negative,RT @katie_rohaley: School on Monday is just gonna be a great time
negative,Our neighbor is removing some trees and my 7 year old has been so bothered about it all day at school.we may have to lay off Lorax for a bit
positive,@jaymohr37 Mr. Monday night just made my Thursday night'!! @rvd #mohrstories
positive,One Direction will host the Big Time Movie on Monday :)
neutral,"I am a health care professional , and this is what I do ."
positive,To all the school kids....one positive note for the weekend. You get to set your clocks back one hour on Sunday night as DST ends.
positive,Excited for Halloween tomorrow I am going to be Jake from State Farm
positive,"I brought up going to see Switchfoot in Austin on a school night to mom, and she was like ""Okay, cool. Dallas, too!""......THAT WAS TOO EASY."
positive,Excited about @UseClear for Mac...November 8 can't come soon enough! Clear for iOS + Mac = minimalistic todo list nirvana.
positive,"@scooterbraun Im from South Africa and will be leaving the States on the 5th  of Nov, really wanna see JB!!! Life would be perfect then!"
negative,"It's only the 4th minute but Eden Hazard already knows he made the wrong decision, hehe #MUFC #BPLonFOX"
neutral,RT @hardcandymusic: Revisit: Madonna: 12th Studio Album Rumor Update -  There are several rumors regarding the new Madonna... http://t.c ...
neutral,"@MagicAntonio Merson may not want to gamble, but he's playing poker. At some point you have to take calculated risks."
positive,"going to finish watching The Vow tomorrow , its such a cute movie c:"
negative,Aiyo... Got nothin to wear... Haiz... Hey u takin maths rite\u002c did u take ma1101r and ma1102r? Cos i\u2019m takin em oso... Den mayb can go lect together...
positive,"#3DT Make sure you find your self at the ""S.E.C"" THiS Thursday for $3 Thursdays!! $3 w/ College ID $5 w/ Reg ID til 11pm!!! #iParty"
positive,Nokia N9 in nine seconds: By Ian posted on the 13th of July 2011 at 8:35AM GLOBAL - The Nokia N9 is fast. So fast that a regular 30-s...
neutral,"UFO Sighting: Black Triangle Sighting in Oranjestad,  on October 11th 2012 - black triangle ufo with resemblance... http://t.co/pwba09f5"
positive,I live in hope that Diane Keaton in Baby Boom will be on my Sunday afternoon TV screen some day soon. Man alive I love that film.
neutral,DealBook: Clearwire Is Sought by Sprint for Spectrum: Sprint disclosed on Thursday that it had offered to buy a ... http://t.co/9tz27aLu
positive,Tomorrow night it's your chance to slay a dragon in Jerusalem's Old City! http://t.co/GDyXDvk8
neutral,"Before you make plans for this Friday night, check out this event benefitting Bolder Options Rochester. It'll be... http://t.co/gRJVHwqy"
neutral,Bring the Adidas sock tomorrow @trytheV3AL
negative,I'm so sad it's still not Tuesday yet because I want to watch @NicolaRoberts on Styled To Rock!
positive,@ukbieberday Justin is going tea time with sophia grace and rose tomorrow on the Ellen show at 4 on Really :)
neutral,May I get a Lucas Scott for a sleepover tonight? Please! #DalalWantsLucasScott
neutral,Rick stein reckons tuna is like roast beef to the Japanese. Anyone for tuna with Yorkshire pudding &amp; Sunday roast? #goodfoodchannel
neutral,I oso wont stay 4 too long lor... I leave w u lor... Haha\u002c or menghong is comin to pick u...
positive,"@surface @microsoftstore #Surface the Florida Mall, Orlando, FL is the closest $MSFT store to me. ;-) can't wait to be there tomorrow!"
neutral,"I am selling 2 tickets to see @onedirection at london o2 arena on the first date on their 2013 tour. Friday, (cont) http://t.co/B4iA7koz"
neutral,Is it. Then go down ask lor.
neutral,@StaySchemin_RNS: Who all going to the Berkmar game tomorrow? Meeee
positive,"Actually, I'm just ready for Taco Bell tomorrow for lunch. #fattweet"
negative,@investwatchdog Interested? My EXCLUSIVE: TD Bank denies allegation it aided $7-billion Ponzi fraud; 2nd only to Madoff http://t.co/bQ9QqRQa
positive,"Finally saw the Stevie TV promo! I am so proud of you, @StevieRyan!! (March 4th, VH1)"
positive,"Hear keynote speaker Doug Wead this Saturday, June 16th at E2 the Event. Don't miss it! http://t.co/MXv5onSt"
negative,Poor shot selection!! And another bites in the dust. Azhar ali gone. James Pattinson gets his 2nd victim. #PakvAus #cricket
negative,Sorry to keep you waiting. I\u2019m still waiting for the bus. It\u2019s taking forever.
neutral,@tsmithND with the 28th pick...the #packers select Some fat punter out of Wichita St.
positive,I will admit that I was gobsmacked for a good minute .
positive,RT @FrenchTwistDC: DC's version of Paris' Nuit Blanche is just 6 days away!! I can't wait ;-) http://t.co/SQFyOG3W
neutral,Redbacks collapse against Tigers: Ricky Ponting and Luke Butterworth made Wednesday a tough day at the office for... http://t.co/gvPaacG5
positive,"good night Michael Jackson, I do love You. see you in my dream :*"
positive,Gas by my house hit $3.39!!!! I'm going to Chapel Hill on Sat. :)
neutral,n VOW is likely to return from a midsummer break in the Prix de Royallieu at Longchamp on Saturday.: Trainer Wil... http://t.co/U551va4I
positive,"PM ready for reply on coal blocks: Congress: New Delhi, Aug 22 (IANS) With the Bharatiya Janata Party (BJP)... http://t.co/VoO1DVEw"
negative,"On 17th anniversary of Rabin assassination, Netanyahu calls murder 'one of the worst crimes of the new age' http://t.co/y2tU91dN"
positive,"Some of the team are off to Artytype to finish off the Christmas magazine today! Make sure you grab your copy in the Gazette on the 14th,"
neutral,One more day left in Iqaluit. Back home in Ottawa tomorrow
neutral,"I work on wednesday, if you come into Dons with a batman costume on ill let you take as many mints as you can hold in your hands."
neutral,"Come check out the SMP ALLSTARS scenecity this friday, 150 pine st ne atlanta 30308. SATURDAY  REGGAE party JETT LOUNGE 3701 clairmont ATL"
neutral,@mattmonihan #mittromney may have run the olympics and balanced Massachusetts' books but I learned all I know about economics from SimCity
negative,@MarkHalperin Arrogant! Came to 1st debate knowing he's leading in polls so he didn't have to prepare! Then Romney shows he can be POTUS.
positive,"Morning all- another day at @bitten2 meeting the stars of True Blood. Autographs and photos for me today, once the vodka-fug has cleared"
negative,"@iam_ShanaeWare Sorry about that. Don't miss the one that's coming on Friday though, Trayvon's family are going to be there."
positive,"Cloudy in the Valley, good luck on your 2nd day of classes!! See you in the emerald city (ISAT)"
positive,Oh man Little Shop Of Horros is weird and awesome ...
neutral,"Watching "" Good Deeds"" for the 1st time and I think I already know how tht movie gonna turned out. Smh"
positive,@tokyoeyepatch But trust a DJ who's giving away TRIKSTA - all about N.O. rap scene [Choppa] on Gumbo Monday 7PM #fundingdrive2012! Bounce!
positive,"c'mon chelsea, even bilbao handles united and u r able to handle #Barca so do it for me, pls"
positive,"Inmarsat's SwiftBroadband Soars to New Heights: Inmarsat (LSE:ISAT.L), the leading provider of global mobile sat... http://t.co/wYM5S74b"
positive,So proud of @wakemenssoccer for the huge upset against Maryland. Time for us to do the same tomorrow night #godeacs
positive,@onekybabydoll: Wisconsin don't forget to VOTE TODAY!! VOTE DEMOCRAT!! Go Wisconsin.#WIunion. Its critical to vote. GOP thinks you wont
positive,"Weird thing today, my copy of Deus Ex: HR shipped. Probaby have the box a few days before Steam lets me play it."
negative,"News: Sydney, Oct 12 (ANI): Pacer James Anderson attacked an ""arrogant"" Michael Clarke with a batsman's pad in the dressing room afte..."
neutral,"PSN Tuesday: Assassin's Creed 3, Okami HD: You can buy all the Assassin's Creed you can handle on PSN today. Both... http://t.co/APdsC4ZI"
positive,Rory McIlroy on top of the world after beating a resurgent Tiger Woods at the Honda Classic in Flori http://t.co/exUzP0bq
positive,"Got a great piece for you History buffs Friday morning, a game between Schalke &amp; Bayern that marked the end of Germany's greatest ever side."
neutral,Take bus 96. actualli i anytime ok\u002c wanna mit me at clementi mrt?
negative,RT @Rach_RVX: #Londonriots is trending 3rd worldwide ..... This is NOT something to be proud of United Kingdom!!! Sort it out!!!!
neutral,"@_Sherwood12 he's on the plane to Amsterdam now, bet he's not in class tomorrow"
positive,"Americans celebrate Pi Day on March 14th (3.14), we celebrate ALMOST Pi Day, today! happy almost Pi day! (22/7)"
positive,Yay inbetweeners is in the cinemas august 17th    Should be well funny
positive,@HTTR24_7 This may end up being more beneficial to us with Cofield playing more naturally at the end spot &amp; Baker clogging up the middle.
negative,LMFAOASDFGHJKLOMG. i just saw a picture of Jenelle from the 1st day of school in 5th grade.. damn that nigga changed.
neutral,Jonas Brothers are gonna go live at Fort Canning on the 22nd. Hmmmm.
neutral,"This time NEXT SATURDAY NIGHT we will be about to kick off MEGAchurch with Stan Walker, JC Epidemic &amp; Michael Franzese! 7 sleeps!"
positive,It's Monday Night Football Wrangler Nation!  Game time 7:05pm vs. the Wichita Wild!  Get your tickets now to cheer... http://t.co/ZNiOvK7o
neutral,"On Thursday, concealed-carry gun license holders will be given a new right in the state of Oklahoma: the ability... http://t.co/oSgGHKi1"
positive,"November 1st, entire Italy is taking day off to celebrate my birthday! :) It's Ognissanti (All Saint's Day), and... http://t.co/wH65UwgY"
